Shop_ID,Shop_Name,Province,Sales_Rep,Shop_Latitude,Shop_Longitude,Visit_Status,Checkin_Timestamp,User_Latitude,User_Longitude,Distance_From_Shop(m),Remark
S0170,รุ่งเรือง ซัพพลาย,ระนอง,กานต์,10.033936,98.58407,Checked-in,2025-12-04 10:42:16,10.033983,98.584141,9.0,ปกติ
S0171,อันดามัน ซัพพลาย,ตรัง,ทศพล,7.629226,99.63473,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0172,ทรัพย์ โกรเซอรี่,สตูล,ทศพล,6.677817,100.086821,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0173,หาดใหญ่ ค้าส่ง,ชุมพร,วิชัย,10.482719,99.250092,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0174,อันดามัน ค้าส่ง,ชุมพร,วิชัย,10.555301,99.101733,Checked-in,2025-12-08 08:48:37,10.555089,99.101469,37.0,ปกติ
S0175,ทรัพย์ โอชา,พังงา,กานต์,8.480195,98.490089,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0176,เจริญ 2024,สุราษฎร์ธานี,วิชัย,9.158371,99.282507,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0177,ศรีนคร บริการ,พัทลุง,วิชัย,7.651758,100.071252,Checked-in,2025-12-02 17:14:49,7.651783,100.071439,20.0,ปกติ
S0178,รุ่งเรือง 2024,สตูล,สมชาย,6.579465,100.106431,Checked-in,2025-12-07 17:27:38,6.579621,100.106722,36.0,ปกติ
S0179,หาดใหญ่ 2024,ชุมพร,ทศพล,10.524964,99.224392,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0180,โกไข่ สโตร์,พังงา,ทศพล,8.502244,98.570431,Checked-in,2025-12-03 13:35:15,8.502073,98.57025,27.0,ปกติ
S0181,น้องหญิง บริการ,ปัตตานี,ทศพล,6.884802,101.215958,Checked-in,2025-12-08 12:46:40,6.884885,101.215942,9.0,ปกติ
S0182,ศรีนคร พานิช,ระนอง,วิชัย,9.99268,98.693226,Checked-in,2025-12-01 12:31:35,9.992943,98.693166,30.0,ปกติ
S0183,โกไข่ 2024,สงขลา,กานต์,6.9699,100.489136,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0184,รุ่งเรือง สโตร์,พัทลุง,วิชัย,7.657493,100.105743,Checked-in,2025-12-04 14:45:48,7.657515,100.105676,7.0,ปกติ
S0185,สยาม ค้าส่ง,สุราษฎร์ธานี,วิชัย,9.203199,99.280958,Checked-in,2025-12-06 17:56:43,9.203469,99.28118,38.0,ปกติ
S0186,เมืองใต้ มาร์ท,พัทลุง,กานต์,7.592687,100.105123,Checked-in,2025-12-05 08:34:23,7.592704,100.104967,17.0,ปกติ
S0187,น้องหญิง โกรเซอรี่,นครศรีธรรมราช,ทศพล,8.443197,100.022207,Checked-in,2025-12-09 11:59:12,8.442996,100.022346,26.0,ปกติ
S0188,เจริญ ซัพพลาย,สตูล,กานต์,6.645744,100.129303,Checked-in,2025-12-04 15:41:09,6.645662,100.12932,9.0,ปกติ
S0189,โกไข่ มาร์ท,นราธิวาส,สุดารัตน์,6.402657,101.90027,Checked-in,2025-12-01 17:39:02,6.402599,101.900542,30.0,ปกติ
S0190,เจริญ ซัพพลาย,นครศรีธรรมราช,สุดารัตน์,8.495291,100.011992,Checked-in,2025-12-03 15:48:01,8.495286,100.011798,21.0,ปกติ
S0191,สยาม การค้า,สตูล,วิชัย,6.599079,100.09313,Checked-in,2025-12-09 12:00:01,6.598858,100.093012,27.0,ปกติ
S0192,ทรัพย์ ค้าส่ง,สงขลา,มานะ,7.060404,100.408176,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0193,เจริญ ซัพพลาย,นครศรีธรรมราช,วิชัย,8.432597,99.948585,Checked-in,2025-12-03 14:07:39,8.432649,99.948675,11.0,ปกติ
S0194,หาดใหญ่ โกรเซอรี่,กระบี่,กานต์,8.165708,98.899526,Checked-in,2025-12-09 12:53:25,8.165942,98.8998,39.0,ปกติ
S0195,เจริญ ซัพพลาย,สงขลา,กานต์,6.966267,100.544289,Checked-in,2025-12-07 15:46:30,6.966523,100.544212,29.0,ปกติ
S0196,ทรัพย์ มาร์ท,ตรัง,กานต์,7.554352,99.689679,Checked-in,2025-12-02 11:04:03,7.554231,99.689747,15.0,ปกติ
S0197,เมืองใต้ ซัพพลาย,ปัตตานี,วิชัย,6.851241,101.329305,Checked-in,2025-12-05 11:57:11,6.851121,101.329574,32.0,ปกติ
S0198,หาดใหญ่ ซัพพลาย,พังงา,วิชัย,8.462734,98.539076,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0199,เจริญ โกรเซอรี่,พังงา,ทศพล,8.502089,98.590257,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0200,ทรัพย์ โอชา,นราธิวาส,สุดารัตน์,6.434985,101.81272,Checked-in,2025-12-06 12:10:57,6.434985,101.81253,21.0,ปกติ
S0201,ทรัพย์ ค้าส่ง,กระบี่,วิชัย,8.109349,98.930242,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0202,อันดามัน ค้าส่ง,นครศรีธรรมราช,สุดารัตน์,8.376248,99.898574,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0203,เจริญ มาร์ท,นครศรีธรรมราช,สุดารัตน์,8.474588,99.929242,Checked-in,2025-12-01 13:18:58,8.474338,99.92938,31.0,ปกติ
S0204,อันดามัน สโตร์,พังงา,ทศพล,8.402792,98.550381,Checked-in,2025-12-05 16:21:45,8.384425,98.537477,2487.0,ระยะไกลเกินกำหนด (Suspicious)
S0205,รุ่งเรือง บริการ,ชุมพร,กานต์,10.541996,99.256332,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0206,เจริญ มาร์ท,นครศรีธรรมราช,กานต์,8.4208,99.967568,Checked-in,2025-12-02 09:03:44,8.42081,99.96769,13.0,ปกติ
S0207,หาดใหญ่ ซัพพลาย,ชุมพร,ทศพล,10.444673,99.231483,Checked-in,2025-12-05 11:10:38,10.444928,99.231582,30.0,ปกติ
S0208,ทรัพย์ มาร์ท,ตรัง,สมชาย,7.510857,99.630297,Checked-in,2025-12-05 08:50:40,7.511055,99.630268,22.0,ปกติ
S0209,โกไข่ บริการ,ตรัง,วิชัย,7.528326,99.654221,Checked-in,2025-12-08 17:00:27,7.528035,99.653985,41.0,ปกติ
S0210,สยาม สโตร์,ปัตตานี,วิชัย,6.912343,101.320396,Checked-in,2025-12-07 15:46:09,6.91208,101.320662,41.0,ปกติ
S0211,เจริญ มาร์ท,ยะลา,ทศพล,6.596619,101.207541,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0212,หาดใหญ่ 2024,สุราษฎร์ธานี,ทศพล,9.18525,99.330094,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0213,น้องหญิง โอชา,พังงา,วิชัย,8.394746,98.574076,Checked-in,2025-12-02 12:13:38,8.39457,98.57379,37.0,ปกติ
S0214,หาดใหญ่ ค้าส่ง,กระบี่,วิชัย,8.112014,98.929637,Checked-in,2025-12-05 17:39:43,8.112252,98.929644,26.0,ปกติ
S0215,โกไข่ พานิช,กระบี่,กานต์,8.15836,98.984976,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0216,สยาม สโตร์,กระบี่,วิชัย,8.050894,98.922001,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0217,ทรัพย์ ซัพพลาย,นราธิวาส,กานต์,6.46766,101.887258,Checked-in,2025-12-03 16:11:21,6.467527,101.887463,26.0,ปกติ
S0218,ทรัพย์ สโตร์,ปัตตานี,กานต์,6.919336,101.235076,Checked-in,2025-12-02 11:43:45,6.919074,101.235273,36.0,ปกติ
S0219,น้องหญิง ค้าส่ง,ภูเก็ต,มานะ,7.951448,98.420253,Checked-in,2025-12-03 11:21:36,7.951563,98.420198,14.0,ปกติ
S0220,น้องหญิง โอชา,นครศรีธรรมราช,กานต์,8.424031,99.976827,Checked-in,2025-12-04 08:29:58,8.424023,99.976528,32.0,ปกติ
S0221,หาดใหญ่ โกรเซอรี่,สตูล,สมชาย,6.653809,100.086567,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0222,อันดามัน 2024,ระนอง,สมชาย,9.894847,98.561914,Checked-in,2025-12-06 12:23:41,9.894972,98.561993,16.0,ปกติ
S0223,หาดใหญ่ 2024,ภูเก็ต,สุดารัตน์,7.956734,98.450736,Checked-in,2025-12-02 10:16:58,7.956458,98.4505,40.0,ปกติ
S0224,เมืองใต้ การค้า,พัทลุง,มานะ,7.590286,100.045104,Checked-in,2025-12-01 11:52:48,7.590551,100.045383,42.0,ปกติ
S0225,หาดใหญ่ 2024,พังงา,สุดารัตน์,8.389495,98.581052,Checked-in,2025-12-08 15:56:48,8.389448,98.581223,19.0,ปกติ
S0226,หาดใหญ่ 2024,ยะลา,สมชาย,6.488862,101.358027,Checked-in,2025-12-06 09:56:00,6.488863,101.357997,3.0,ปกติ
S0227,รุ่งเรือง 2024,ชุมพร,วิชัย,10.454921,99.133114,Checked-in,2025-12-08 10:20:23,10.454645,99.133206,32.0,ปกติ
S0228,เจริญ สโตร์,ยะลา,สมชาย,6.482312,101.251884,Checked-in,2025-12-07 17:25:37,6.482155,101.252032,23.0,ปกติ
S0229,รุ่งเรือง ซัพพลาย,ตรัง,มานะ,7.503647,99.633658,Checked-in,2025-12-05 09:59:55,7.5035,99.633672,16.0,ปกติ
S0230,ศรีนคร 2024,สุราษฎร์ธานี,สุดารัตน์,9.085532,99.342762,Checked-in,2025-12-03 09:01:16,9.085529,99.34285,9.0,ปกติ
S0231,เจริญ การค้า,สงขลา,สุดารัตน์,7.070317,100.541837,Checked-in,2025-12-02 13:03:51,7.070049,100.54159,40.0,ปกติ
S0232,โกไข่ พานิช,ชุมพร,มานะ,10.528221,99.22846,Checked-in,2025-12-06 10:17:03,10.528028,99.228198,35.0,ปกติ
S0233,น้องหญิง พานิช,ภูเก็ต,กานต์,7.927835,98.330476,Checked-in,2025-12-06 08:51:11,7.928024,98.33063,26.0,ปกติ
S0234,หาดใหญ่ การค้า,ยะลา,สุดารัตน์,6.613416,101.354063,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0235,ทรัพย์ การค้า,นราธิวาส,กานต์,6.370648,101.781774,Checked-in,2025-12-05 09:00:19,6.370756,101.781621,20.0,ปกติ
S0236,เมืองใต้ สโตร์,พังงา,สมชาย,8.446,98.595421,Checked-in,2025-12-05 15:06:28,8.446158,98.595276,23.0,ปกติ
S0237,เจริญ บริการ,สตูล,มานะ,6.655109,100.034033,Checked-in,2025-12-09 16:51:15,6.655263,100.033989,17.0,ปกติ
S0238,รุ่งเรือง การค้า,ยะลา,กานต์,6.515968,101.295645,Checked-in,2025-12-08 17:23:02,6.51613,101.295804,25.0,ปกติ
S0239,สยาม สโตร์,ปัตตานี,สมชาย,6.844397,101.266763,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0240,เจริญ โอชา,สงขลา,กานต์,7.052606,100.454602,Checked-in,2025-12-08 10:23:51,7.052621,100.454663,6.0,ปกติ
S0241,สยาม การค้า,กระบี่,ทศพล,8.166031,98.972217,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0242,รุ่งเรือง พานิช,พังงา,สมชาย,8.399683,98.483879,Checked-in,2025-12-07 13:45:18,8.399764,98.483993,15.0,ปกติ
S0243,ศรีนคร การค้า,นราธิวาส,ทศพล,6.405581,101.784738,Checked-in,2025-12-03 13:19:17,6.405824,101.784638,29.0,ปกติ
S0244,น้องหญิง บริการ,สงขลา,สุดารัตน์,7.052449,100.531711,Checked-in,2025-12-05 14:28:36,7.052686,100.53179,27.0,ปกติ
S0245,เมืองใต้ สโตร์,ตรัง,สุดารัตน์,7.490271,99.538525,Checked-in,2025-12-06 15:13:36,7.490394,99.538581,14.0,ปกติ
S0246,เมืองใต้ ซัพพลาย,สตูล,มานะ,6.585327,100.047161,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0247,สยาม 2024,สงขลา,วิชัย,7.000903,100.553519,Checked-in,2025-12-05 08:48:39,7.000634,100.553714,36.0,ปกติ
S0248,น้องหญิง 2024,ชุมพร,กานต์,10.436348,99.224095,Checked-in,2025-12-04 09:21:30,10.436448,99.223826,31.0,ปกติ
S0249,น้องหญิง ซัพพลาย,ยะลา,ทศพล,6.593798,101.253653,Checked-in,2025-12-04 14:12:14,6.593997,101.253609,22.0,ปกติ
S0250,อันดามัน ซัพพลาย,สงขลา,ทศพล,7.04482,100.425397,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0251,รุ่งเรือง ซัพพลาย,กระบี่,วิชัย,8.139406,98.966431,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0252,สยาม พานิช,นราธิวาส,ทศพล,6.493992,101.797271,Checked-in,2025-12-01 12:48:42,6.493865,101.797307,14.0,ปกติ
S0253,รุ่งเรือง โอชา,กระบี่,กานต์,8.02584,98.876414,Checked-in,2025-12-09 08:03:10,8.045715,98.875604,2211.0,ระยะไกลเกินกำหนด (Suspicious)
S0254,อันดามัน โกรเซอรี่,ชุมพร,กานต์,10.530777,99.140286,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0255,ทรัพย์ มาร์ท,ชุมพร,ทศพล,10.449238,99.111815,Checked-in,2025-12-02 12:23:42,10.449101,99.111616,26.0,ปกติ
S0256,ศรีนคร ค้าส่ง,พัทลุง,สุดารัตน์,7.585006,100.030228,Checked-in,2025-12-07 10:09:05,7.584989,100.029944,31.0,ปกติ
S0257,ศรีนคร พานิช,สุราษฎร์ธานี,ทศพล,9.171416,99.396963,Checked-in,2025-12-07 15:35:46,9.171169,99.397196,37.0,ปกติ
S0258,ศรีนคร โกรเซอรี่,พังงา,วิชัย,8.380056,98.480064,Checked-in,2025-12-04 17:36:20,8.379971,98.479776,33.0,ปกติ
S0259,ศรีนคร สโตร์,ตรัง,วิชัย,7.489561,99.683949,Checked-in,2025-12-06 16:22:19,7.489831,99.683804,34.0,ปกติ
S0260,น้องหญิง บริการ,ปัตตานี,มานะ,6.927311,101.300655,Checked-in,2025-12-01 15:52:48,6.927376,101.300655,7.0,ปกติ
S0261,หาดใหญ่ ค้าส่ง,นครศรีธรรมราช,วิชัย,8.511369,99.962471,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0262,โกไข่ ซัพพลาย,สุราษฎร์ธานี,มานะ,9.199264,99.296226,Checked-in,2025-12-07 14:58:53,9.199003,99.295928,43.0,ปกติ
S0263,เมืองใต้ สโตร์,นครศรีธรรมราช,สุดารัตน์,8.439523,99.906187,Checked-in,2025-12-07 10:40:40,8.439628,99.906125,13.0,ปกติ
S0264,โกไข่ สโตร์,สตูล,มานะ,6.662916,100.14345,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0265,เจริญ ค้าส่ง,ระนอง,สุดารัตน์,10.034574,98.581497,Checked-in,2025-12-01 10:34:01,10.034869,98.581672,38.0,ปกติ
S0266,หาดใหญ่ พานิช,ปัตตานี,กานต์,6.924243,101.186485,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0267,เจริญ ซัพพลาย,ปัตตานี,สมชาย,6.876499,101.2781,Checked-in,2025-12-01 10:32:43,6.876374,101.277874,28.0,ปกติ
S0268,น้องหญิง การค้า,ตรัง,สุดารัตน์,7.553346,99.660635,Checked-in,2025-12-04 14:20:11,7.55311,99.660819,33.0,ปกติ
S0269,ทรัพย์ ค้าส่ง,ชุมพร,กานต์,10.478028,99.243987,Checked-in,2025-12-03 15:41:08,10.478277,99.243848,31.0,ปกติ
S0270,เจริญ การค้า,นครศรีธรรมราช,สุดารัตน์,8.438207,99.910849,Checked-in,2025-12-03 14:00:04,8.437964,99.910807,27.0,ปกติ
S0271,รุ่งเรือง โอชา,สงขลา,มานะ,7.061424,100.44591,Checked-in,2025-12-06 15:09:56,7.06138,100.445733,20.0,ปกติ
S0272,สยาม สโตร์,ชุมพร,ทศพล,10.472635,99.113735,Checked-in,2025-12-04 17:46:20,10.472891,99.11348,39.0,ปกติ
S0273,น้องหญิง ค้าส่ง,กระบี่,สมชาย,8.055604,98.948046,Checked-in,2025-12-09 16:26:05,8.055437,98.948107,19.0,ปกติ
S0274,เมืองใต้ พานิช,สตูล,วิชัย,6.653425,100.133476,Checked-in,2025-12-04 15:42:06,6.65346,100.133606,14.0,ปกติ
S0275,อันดามัน การค้า,ชุมพร,ทศพล,10.491755,99.21553,Checked-in,2025-12-09 08:52:00,10.491473,99.215742,38.0,ปกติ
S0276,ศรีนคร 2024,นครศรีธรรมราช,กานต์,8.353354,99.911427,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0277,ศรีนคร 2024,ยะลา,วิชัย,6.503539,101.21263,Checked-in,2025-12-07 14:07:35,6.506756,101.193317,2163.0,ระยะไกลเกินกำหนด (Suspicious)
S0278,เจริญ พานิช,สุราษฎร์ธานี,มานะ,9.132089,99.332125,Checked-in,2025-12-08 16:41:31,9.132371,99.332079,31.0,ปกติ
S0279,สยาม โอชา,กระบี่,สมชาย,8.089246,98.984146,Checked-in,2025-12-03 13:12:19,8.08946,98.984388,35.0,ปกติ
S0280,ทรัพย์ สโตร์,สุราษฎร์ธานี,กานต์,9.146689,99.388154,Checked-in,2025-12-04 16:42:06,9.146778,99.388108,11.0,ปกติ
S0281,เมืองใต้ โอชา,ยะลา,วิชัย,6.612301,101.307878,Checked-in,2025-12-03 10:12:28,6.612288,101.30759,31.0,ปกติ
S0282,เมืองใต้ ซัพพลาย,พัทลุง,ทศพล,7.57088,99.990953,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0283,สยาม ค้าส่ง,ภูเก็ต,สมชาย,7.843749,98.355777,Checked-in,2025-12-05 14:08:44,7.843613,98.355542,30.0,ปกติ
S0284,ทรัพย์ ค้าส่ง,ชุมพร,ทศพล,10.418564,99.14125,Checked-in,2025-12-04 13:16:08,10.41859,99.141061,20.0,ปกติ
S0285,สยาม สโตร์,สตูล,สุดารัตน์,6.572327,100.137111,Checked-in,2025-12-09 14:30:20,6.572349,100.137154,5.0,ปกติ
S0286,ทรัพย์ มาร์ท,ปัตตานี,สมชาย,6.867155,101.176072,Checked-in,2025-12-04 16:19:08,6.867436,101.176064,31.0,ปกติ
S0287,ทรัพย์ บริการ,พังงา,ทศพล,8.440904,98.596415,Checked-in,2025-12-03 09:54:33,8.440864,98.59653,13.0,ปกติ
S0288,ศรีนคร โอชา,ปัตตานี,กานต์,6.864614,101.261285,Checked-in,2025-12-01 17:56:26,6.883249,101.255082,2182.0,ระยะไกลเกินกำหนด (Suspicious)
S0289,โกไข่ 2024,พังงา,สมชาย,8.443547,98.446995,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0290,เจริญ ซัพพลาย,กระบี่,วิชัย,8.131424,98.904604,Checked-in,2025-12-07 12:22:15,8.131666,98.904733,30.0,ปกติ
S0291,โกไข่ ค้าส่ง,ชุมพร,วิชัย,10.538423,99.111579,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0292,โกไข่ พานิช,นราธิวาส,กานต์,6.402472,101.860383,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0293,ศรีนคร ซัพพลาย,พัทลุง,ทศพล,7.571826,100.046059,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0294,ทรัพย์ ค้าส่ง,ภูเก็ต,ทศพล,7.879967,98.435858,Checked-in,2025-12-04 12:18:59,7.880172,98.436054,31.0,ปกติ
S0295,อันดามัน มาร์ท,นครศรีธรรมราช,สุดารัตน์,8.441372,99.923371,Checked-in,2025-12-05 14:14:06,8.441424,99.923273,12.0,ปกติ
S0296,สยาม บริการ,กระบี่,วิชัย,8.031094,98.897907,Checked-in,2025-12-05 16:08:58,8.028325,98.904045,742.0,ระยะไกลเกินกำหนด (Suspicious)
S0297,ทรัพย์ บริการ,พัทลุง,สุดารัตน์,7.646357,100.020806,Checked-in,2025-12-04 09:35:50,7.646211,100.020689,20.0,ปกติ
S0298,หาดใหญ่ ค้าส่ง,พัทลุง,สมชาย,7.694312,100.091232,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0299,เมืองใต้ บริการ,ตรัง,สุดารัตน์,7.534739,99.542672,Checked-in,2025-12-02 10:08:53,7.534502,99.542723,26.0,ปกติ
S0300,สยาม โอชา,นครศรีธรรมราช,สุดารัตน์,8.470309,99.961102,Checked-in,2025-12-05 10:52:17,8.461042,99.968044,1282.0,ระยะไกลเกินกำหนด (Suspicious)
S0301,รุ่งเรือง พานิช,พังงา,สุดารัตน์,8.380319,98.597674,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0302,เมืองใต้ โกรเซอรี่,ภูเก็ต,สุดารัตน์,7.871656,98.369374,Checked-in,2025-12-03 16:17:19,7.871799,98.369533,23.0,ปกติ
S0303,รุ่งเรือง มาร์ท,ตรัง,กานต์,7.618691,99.624885,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0304,ศรีนคร ซัพพลาย,สตูล,สมชาย,6.696526,100.084219,Checked-in,2025-12-02 11:34:11,6.696344,100.08444,31.0,ปกติ
S0305,สยาม ค้าส่ง,สตูล,วิชัย,6.664481,100.096753,Checked-in,2025-12-09 14:23:20,6.66451,100.096526,25.0,ปกติ
S0306,รุ่งเรือง โอชา,สุราษฎร์ธานี,วิชัย,9.080504,99.344778,Checked-in,2025-12-06 11:22:18,9.080621,99.344876,16.0,ปกติ
S0307,อันดามัน 2024,กระบี่,สุดารัตน์,8.105448,98.952766,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0308,โกไข่ 2024,กระบี่,กานต์,8.078218,98.863629,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0309,รุ่งเรือง มาร์ท,สุราษฎร์ธานี,มานะ,9.204056,99.284646,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0310,น้องหญิง 2024,สงขลา,ทศพล,6.926892,100.481399,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0311,เมืองใต้ 2024,ระนอง,มานะ,9.91545,98.641343,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0312,หาดใหญ่ มาร์ท,พังงา,มานะ,8.500379,98.531887,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0313,รุ่งเรือง การค้า,พังงา,สุดารัตน์,8.38715,98.512839,Checked-in,2025-12-05 15:40:13,8.386911,98.513084,37.0,ปกติ
S0314,ศรีนคร พานิช,ปัตตานี,มานะ,6.818812,101.292513,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0315,ทรัพย์ 2024,นราธิวาส,มานะ,6.412625,101.834017,Checked-in,2025-12-03 17:51:23,6.412492,101.834104,17.0,ปกติ
S0316,ศรีนคร สโตร์,พัทลุง,กานต์,7.634725,100.11199,Checked-in,2025-12-08 13:46:00,7.634484,100.111843,31.0,ปกติ
S0317,ทรัพย์ สโตร์,นครศรีธรรมราช,สมชาย,8.382426,100.04275,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0318,น้องหญิง การค้า,สุราษฎร์ธานี,สุดารัตน์,9.117549,99.29396,Checked-in,2025-12-09 15:45:40,9.117656,99.29378,23.0,ปกติ
S0319,โกไข่ มาร์ท,สตูล,มานะ,6.590985,100.138269,Checked-in,2025-12-09 13:48:57,6.59093,100.13832,8.0,ปกติ
S0320,โกไข่ พานิช,พัทลุง,มานะ,7.62245,100.116215,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0321,สยาม 2024,ภูเก็ต,สมชาย,7.908159,98.322286,Checked-in,2025-12-08 15:45:56,7.907868,98.322264,32.0,ปกติ
S0322,ทรัพย์ ซัพพลาย,ระนอง,วิชัย,10.03743,98.560238,Checked-in,2025-12-06 16:17:14,10.037397,98.559975,28.0,ปกติ
S0323,เมืองใต้ มาร์ท,พัทลุง,วิชัย,7.584826,100.03534,Checked-in,2025-12-06 08:49:37,7.584977,100.035133,28.0,ปกติ
S0324,น้องหญิง สโตร์,สตูล,สุดารัตน์,6.549452,100.023277,Checked-in,2025-12-08 08:33:27,6.549254,100.02299,38.0,ปกติ
S0325,อันดามัน การค้า,นราธิวาส,ทศพล,6.482858,101.864405,Checked-in,2025-12-07 15:56:12,6.482946,101.864437,10.0,ปกติ
S0326,เจริญ การค้า,กระบี่,ทศพล,8.063861,98.937152,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0327,สยาม ค้าส่ง,ยะลา,ทศพล,6.53968,101.302324,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0328,ศรีนคร มาร์ท,สุราษฎร์ธานี,สมชาย,9.120152,99.353145,Checked-in,2025-12-03 11:28:23,9.120395,99.352865,40.0,ปกติ
S0329,สยาม โอชา,ภูเก็ต,สุดารัตน์,7.920096,98.317314,Checked-in,2025-12-07 08:32:03,7.919991,98.317086,27.0,ปกติ
S0330,ศรีนคร 2024,กระบี่,วิชัย,8.108991,98.860275,Checked-in,2025-12-03 17:08:31,8.109074,98.860208,11.0,ปกติ
S0331,ศรีนคร ค้าส่ง,สตูล,สุดารัตน์,6.696108,100.12361,Checked-in,2025-12-07 15:51:57,6.696006,100.123891,33.0,ปกติ
S0332,รุ่งเรือง พานิช,ปัตตานี,วิชัย,6.946524,101.234599,Checked-in,2025-12-07 15:22:44,6.948993,101.216566,2009.0,ระยะไกลเกินกำหนด (Suspicious)
S0333,สยาม โกรเซอรี่,ชุมพร,วิชัย,10.461517,99.227405,Checked-in,2025-12-01 11:37:25,10.461375,99.227513,19.0,ปกติ
S0334,โกไข่ ค้าส่ง,ชุมพร,กานต์,10.492063,99.128422,Checked-in,2025-12-03 11:27:58,10.49191,99.12829,22.0,ปกติ
S0335,หาดใหญ่ ซัพพลาย,ชุมพร,กานต์,10.508377,99.156018,Checked-in,2025-12-07 11:00:26,10.508146,99.156012,25.0,ปกติ
S0336,เมืองใต้ บริการ,ตรัง,วิชัย,7.54792,99.589936,Checked-in,2025-12-08 13:56:35,7.548154,99.590079,30.0,ปกติ
S0337,รุ่งเรือง ค้าส่ง,ปัตตานี,สุดารัตน์,6.843424,101.215287,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0338,เจริญ 2024,สตูล,ทศพล,6.636451,100.052153,Checked-in,2025-12-07 15:15:40,6.636522,100.052392,27.0,ปกติ
S0339,รุ่งเรือง บริการ,ภูเก็ต,สมชาย,7.828513,98.46057,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
