Shop_ID,Shop_Name,Region,Province,District_Anchor,Shop_Lat,Shop_Lon,Visit_Status,Checkin_Time,User_Lat,User_Lon,Distance_m,Remark
S00323,ไทย พานิช,Central & West,Saraburi,Mueang,14.496562,100.889085,Missed,,,,,-
S00324,แสงทอง มาร์เก็ต,South,Phuket,Mueang,7.827005,98.314201,Checked-in,2025-12-07 11:15:16,7.827193,98.314269,22.0,Normal
S00325,ท็อป พานิช,North,Phitsanulok,Mueang,16.776263,100.217599,Checked-in,2025-12-09 15:15:51,16.776121,100.21745,22.0,Normal
S00326,รุ่งโรจน์ โอสถ,South,Songkhla,Hat Yai,7.053498,100.528275,Missed,,,,,-
S00327,มั่นคง มาร์เก็ต,Isan,Ubon Ratchathani,Warin Chamrap,15.151187,104.901818,Checked-in,2025-12-01 10:22:44,15.150984,104.90163,30.0,Normal
S00328,โชคดี โอสถ,Isan,Nakhon Ratchasima,Mueang (Korat),14.979026,102.079266,Missed,,,,,-
S00329,ไทย พานิช,South,Phuket,Mueang,7.913184,98.426291,Checked-in,2025-12-07 16:48:57,7.913415,98.426046,37.0,Normal
S00330,ท็อป โอสถ,Bangkok-Metro,Samut Prakan,Mueang,13.591912,100.601835,Checked-in,2025-12-05 13:52:13,13.591811,100.601831,11.0,Normal
S00331,รุ่งโรจน์ ค้าวัสดุ,East,Rayong,Pluak Daeng,12.99463,101.185845,Missed,,,,,-
S00332,มั่นคง พานิช,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.948685,100.702453,Checked-in,2025-12-06 15:26:35,13.94853,100.702332,21.0,Normal
S00333,รุ่งโรจน์ คาเฟ่,Isan,Buriram,Mueang,14.987463,103.113181,Missed,,,,,-
S00334,โชคดี โอสถ,East,Chachoengsao,Mueang,13.753433,101.070214,Checked-in,2025-12-08 13:40:00,13.753629,101.070349,26.0,Normal
S00335,รุ่งโรจน์ เทรดดิ้ง,Isan,Buriram,Mueang,15.002414,103.107481,Checked-in,2025-12-05 14:09:32,15.002226,103.10766,28.0,Normal
S00336,สยาม คาเฟ่,Isan,Khon Kaen,Chum Phae,16.467271,102.126092,Checked-in,2025-12-01 16:59:32,16.467533,102.12622,32.0,Normal
S00337,บิ๊ก การเกษตร,Isan,Khon Kaen,Mueang,16.405351,102.862038,Checked-in,2025-12-01 11:43:28,16.405463,102.861906,18.0,Normal
S00338,โชคดี สโตร์,Central & West,Prachuap Khiri Khan,Hua Hin,12.593603,100.020048,Checked-in,2025-12-06 11:27:05,12.61991,100.020013,2925.0,Suspicious (>500m)
S00339,ทวีทรัพย์ การเกษตร,East,Rayong,Mueang,12.696417,101.338263,Checked-in,2025-12-01 09:37:17,12.696308,101.338196,14.0,Normal
S00340,สยาม มาร์เก็ต,Bangkok-Metro,Bangkok,Bang Khae,13.705828,100.433165,Missed,,,,,-
S00341,มั่นคง สโตร์,North,Phitsanulok,Mueang,16.899231,100.330514,Checked-in,2025-12-08 09:33:50,16.899511,100.330725,38.0,Normal
S00342,ท็อป พานิช,Isan,Udon Thani,Mueang,17.4078,102.860626,Checked-in,2025-12-04 11:26:32,17.408037,102.860724,28.0,Normal
S00343,ไทย การเกษตร,East,Chachoengsao,Mueang,13.621008,101.098849,Checked-in,2025-12-06 13:25:52,13.660409,101.086242,4588.0,Suspicious (>500m)
S00344,รุ่งโรจน์ การเกษตร,North,Phitsanulok,Mueang,16.76338,100.26485,Missed,,,,,-
S00345,โชคดี ค้าวัสดุ,East,Rayong,Mueang,12.746797,101.232046,Checked-in,2025-12-09 17:00:42,12.747011,101.231851,31.0,Normal
S00346,ทวีทรัพย์ เทรดดิ้ง,Isan,Khon Kaen,Mueang,16.384287,102.756076,Missed,,,,,-
S00347,เจริญ ค้าวัสดุ,North,Nakhon Sawan,Mueang,15.692982,100.195469,Checked-in,2025-12-05 11:11:16,15.69306,100.195503,9.0,Normal
S00348,มั่นคง เบเกอรี่,East,Chachoengsao,Mueang,13.764444,101.011658,Checked-in,2025-12-09 17:21:57,13.764201,101.011485,32.0,Normal
S00349,เพิ่มพูน คาเฟ่,North,Lampang,Mueang,18.315231,99.545615,Checked-in,2025-12-08 13:24:38,18.315052,99.545608,19.0,Normal
S00350,บิ๊ก มาร์เก็ต,Bangkok-Metro,Nonthaburi,Mueang,13.882545,100.541389,Checked-in,2025-12-08 09:24:33,13.882753,100.541449,23.0,Normal
S00351,สมชาย พานิช,Bangkok-Metro,Bangkok,Pathum Wan,13.741929,100.544156,Missed,,,,,-
S00352,มั่นคง สโตร์,Isan,Nakhon Ratchasima,Phimai,15.221373,102.486116,Missed,,,,,-
S00353,ท็อป สโตร์,Isan,Udon Thani,Mueang,17.471753,102.806514,Missed,,,,,-
S00354,ทวีทรัพย์ มาร์เก็ต,Isan,Buriram,Mueang,14.956929,103.094096,Checked-in,2025-12-05 14:30:59,14.956915,103.093997,10.0,Normal
S00355,เจริญ เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Mueang,13.849371,100.538364,Checked-in,2025-12-07 15:50:07,13.849487,100.538171,24.0,Normal
S00356,แสงทอง เทรดดิ้ง,Isan,Udon Thani,Mueang,17.463482,102.728625,Missed,,,,,-
S00357,ทวีทรัพย์ อิเล็คทริค,Bangkok-Metro,Pathum Thani,Rangsit,13.993328,100.624571,Checked-in,2025-12-03 08:07:12,13.993348,100.624639,7.0,Normal
S00358,สมชาย อิเล็คทริค,South,Nakhon Si Thammarat,Mueang,8.366618,100.025839,Checked-in,2025-12-03 09:55:11,8.36652,100.025773,13.0,Normal
S00359,โชคดี เทรดดิ้ง,North,Chiang Mai,Fang,19.873201,99.243467,Missed,,,,,-
S00360,สยาม พานิช,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.927642,100.675504,Missed,,,,,-
S00361,เจริญ เบเกอรี่,East,Chachoengsao,Mueang,13.652077,101.046653,Missed,,,,,-
S00362,มั่นคง เบเกอรี่,Isan,Nakhon Ratchasima,Pak Chong,14.663071,101.428687,Checked-in,2025-12-04 08:36:54,14.654055,101.397613,3489.0,Suspicious (>500m)
S00363,แสงทอง โอสถ,Central & West,Prachuap Khiri Khan,Hua Hin,12.625548,99.973246,Checked-in,2025-12-03 17:45:17,12.625467,99.973206,10.0,Normal
S00364,รุ่งโรจน์ สโตร์,North,Phitsanulok,Mueang,16.876356,100.228223,Checked-in,2025-12-01 14:23:39,16.876553,100.227995,32.0,Normal
S00365,มั่นคง เบเกอรี่,East,Chon Buri,Si Racha,13.201832,100.880755,Checked-in,2025-12-05 11:30:36,13.156957,100.866975,5208.0,Suspicious (>500m)
S00366,เพิ่มพูน อิเล็คทริค,South,Songkhla,Mueang,7.114899,100.574469,Checked-in,2025-12-02 11:19:44,7.114681,100.574754,39.0,Normal
S00367,บิ๊ก สโตร์,Bangkok-Metro,Bangkok,Pathum Wan,13.740746,100.535493,Checked-in,2025-12-06 17:05:50,13.740623,100.535513,13.0,Normal
S00368,มั่นคง การเกษตร,North,Nakhon Sawan,Mueang,15.709813,100.088863,Missed,,,,,-
S00369,บิ๊ก เบเกอรี่,Isan,Khon Kaen,Chum Phae,16.521144,102.071085,Missed,,,,,-
S00370,สยาม เบเกอรี่,South,Nakhon Si Thammarat,Mueang,8.497765,99.943972,Checked-in,2025-12-08 17:05:32,8.497679,99.944096,16.0,Normal
S00371,ท็อป การเกษตร,South,Surat Thani,Koh Samui,9.464638,99.998589,Checked-in,2025-12-05 11:26:07,9.464828,99.998458,25.0,Normal
S00372,โชคดี พานิช,North,Nakhon Sawan,Mueang,15.739555,100.097756,Checked-in,2025-12-05 10:01:48,15.73943,100.097985,28.0,Normal
S00373,โชคดี เทรดดิ้ง,East,Chachoengsao,Mueang,13.748608,101.089848,Checked-in,2025-12-03 12:23:48,13.748573,101.089881,5.0,Normal
S00374,สมชาย การเกษตร,Bangkok-Metro,Nonthaburi,Bang Yai,13.816879,100.378915,Missed,,,,,-
S00375,สมชาย การเกษตร,South,Nakhon Si Thammarat,Thung Song,8.14346,99.628521,Checked-in,2025-12-06 17:32:15,8.143754,99.628258,43.0,Normal
S00376,เพิ่มพูน เบเกอรี่,Bangkok-Metro,Bangkok,Chatuchak,13.810752,100.555196,Missed,,,,,-
S00377,แสงทอง พานิช,Isan,Nakhon Ratchasima,Phimai,15.169901,102.437617,Missed,,,,,-
S00378,ไทย โอสถ,Central & West,Kanchanaburi,Mueang,13.993,99.494622,Checked-in,2025-12-07 16:53:42,13.986533,99.507734,1587.0,Suspicious (>500m)
S00379,รุ่งโรจน์ ค้าวัสดุ,Bangkok-Metro,Samut Prakan,Mueang,13.594238,100.60167,Checked-in,2025-12-03 17:52:31,13.594207,100.601571,11.0,Normal
S00380,เพิ่มพูน พานิช,Bangkok-Metro,Nonthaburi,Bang Yai,13.853927,100.38582,Missed,,,,,-
S00381,สยาม โอสถ,Bangkok-Metro,Bangkok,Bang Khae,13.736832,100.429286,Checked-in,2025-12-01 12:25:56,13.736846,100.429294,1.0,Normal
S00382,เพิ่มพูน มาร์เก็ต,East,Rayong,Pluak Daeng,12.899097,101.276894,Checked-in,2025-12-03 16:12:07,12.898976,101.27672,23.0,Normal
S00383,โชคดี พานิช,Central & West,Kanchanaburi,Mueang,14.094495,99.508153,Checked-in,2025-12-03 15:36:04,14.08904,99.472876,3852.0,Suspicious (>500m)
S00384,สยาม มาร์เก็ต,North,Phitsanulok,Mueang,16.899923,100.238844,Checked-in,2025-12-08 11:40:11,16.900092,100.238957,22.0,Normal
S00385,บิ๊ก การเกษตร,North,Chiang Mai,Fang,19.968478,99.282107,Missed,,,,,-
S00386,มั่นคง ค้าวัสดุ,South,Songkhla,Mueang,7.137705,100.656294,Checked-in,2025-12-07 09:28:12,7.137611,100.6562,14.0,Normal
S00387,มั่นคง อิเล็คทริค,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.9233,100.699307,Checked-in,2025-12-01 14:22:23,13.92312,100.699354,20.0,Normal
S00388,ไทย สโตร์,Bangkok-Metro,Samut Prakan,Mueang,13.581251,100.571459,Checked-in,2025-12-01 13:17:28,13.581412,100.571419,18.0,Normal
S00389,สยาม เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Bang Yai,13.816698,100.398002,Checked-in,2025-12-05 17:36:09,13.816497,100.397899,24.0,Normal
S00390,รุ่งโรจน์ เบเกอรี่,Bangkok-Metro,Samut Prakan,Bang Phli,13.615119,100.713204,Checked-in,2025-12-07 17:27:36,13.615158,100.71345,26.0,Normal
S00391,มั่นคง มาร์เก็ต,North,Lampang,Mueang,18.277131,99.431575,Checked-in,2025-12-08 11:19:06,18.277103,99.431521,6.0,Normal
S00392,โชคดี มาร์เก็ต,Bangkok-Metro,Nonthaburi,Bang Yai,13.827392,100.354383,Checked-in,2025-12-05 11:01:42,13.827432,100.354124,28.0,Normal
S00393,สยาม มาร์เก็ต,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.907629,100.698945,Checked-in,2025-12-06 11:17:09,13.907923,100.698728,40.0,Normal
S00394,โชคดี โอสถ,North,Chiang Rai,Mueang,19.936792,99.832909,Missed,,,,,-
S00395,สยาม โอสถ,North,Chiang Rai,Mueang,19.834517,99.780732,Checked-in,2025-12-08 11:41:13,19.819988,99.780949,1615.0,Suspicious (>500m)
S00396,เจริญ เบเกอรี่,Central & West,Ayutthaya,Mueang,14.425138,100.60269,Checked-in,2025-12-04 11:57:29,14.425025,100.602633,13.0,Normal
S00397,แสงทอง พานิช,Central & West,Ratchaburi,Mueang,13.584586,99.841922,Checked-in,2025-12-07 14:05:21,13.584421,99.841743,26.0,Normal
S00398,ทวีทรัพย์ โอสถ,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.94173,100.691299,Checked-in,2025-12-02 13:19:46,13.941835,100.691539,28.0,Normal
S00399,สมชาย เบเกอรี่,South,Phuket,Mueang,7.875828,98.453211,Checked-in,2025-12-04 09:44:09,7.875557,98.453332,33.0,Normal
S00400,มั่นคง ค้าวัสดุ,East,Rayong,Mueang,12.694382,101.346635,Checked-in,2025-12-09 12:10:55,12.694319,101.346622,7.0,Normal
S00401,โชคดี คาเฟ่,North,Phitsanulok,Mueang,16.756125,100.195864,Checked-in,2025-12-08 12:13:34,16.756415,100.196103,41.0,Normal
S00402,แสงทอง ค้าวัสดุ,North,Lampang,Mueang,18.337896,99.554216,Checked-in,2025-12-08 10:27:50,18.338114,99.554302,25.0,Normal
S00403,โชคดี ค้าวัสดุ,East,Chachoengsao,Mueang,13.621801,101.001525,Missed,,,,,-
S00404,เพิ่มพูน ค้าวัสดุ,Bangkok-Metro,Samut Prakan,Bang Phli,13.592337,100.690713,Checked-in,2025-12-05 09:21:48,13.592217,100.690428,33.0,Normal
S00405,สยาม มาร์เก็ต,Bangkok-Metro,Bangkok,Min Buri,13.796743,100.730208,Missed,,,,,-
S00406,เพิ่มพูน การเกษตร,East,Rayong,Mueang,12.614883,101.213249,Checked-in,2025-12-07 13:20:34,12.615113,101.213272,25.0,Normal
S00407,บิ๊ก มาร์เก็ต,East,Rayong,Mueang,12.744993,101.265075,Checked-in,2025-12-02 11:35:52,12.744862,101.26502,15.0,Normal
S00408,สยาม การเกษตร,Bangkok-Metro,Pathum Thani,Rangsit,13.966931,100.590405,Missed,,,,,-
S00409,มั่นคง เบเกอรี่,North,Lampang,Mueang,18.240753,99.518756,Missed,,,,,-
S00410,มั่นคง อิเล็คทริค,Isan,Khon Kaen,Mueang,16.476279,102.806875,Missed,,,,,-
S00411,บิ๊ก คาเฟ่,Central & West,Ratchaburi,Mueang,13.502786,99.886085,Checked-in,2025-12-03 14:39:53,13.502908,99.886176,16.0,Normal
S00412,สยาม อิเล็คทริค,Isan,Ubon Ratchathani,Mueang,15.204994,104.905874,Checked-in,2025-12-06 10:31:13,15.204886,104.906001,18.0,Normal
S00413,เพิ่มพูน โอสถ,North,Phitsanulok,Mueang,16.839903,100.240436,Missed,,,,,-
S00414,สยาม โอสถ,East,Rayong,Mueang,12.754662,101.229099,Checked-in,2025-12-09 12:55:34,12.754671,101.228967,14.0,Normal
S00415,สมชาย สโตร์,Bangkok-Metro,Bangkok,Pathum Wan,13.71747,100.540814,Checked-in,2025-12-05 10:37:05,13.717716,100.541093,40.0,Normal
S00416,ไทย สโตร์,Bangkok-Metro,Samut Prakan,Mueang,13.591475,100.580788,Checked-in,2025-12-01 11:56:31,13.591614,100.580769,15.0,Normal
S00417,เจริญ การเกษตร,East,Rayong,Mueang,12.658836,101.274743,Checked-in,2025-12-03 14:19:00,12.658627,101.274576,29.0,Normal
S00418,สมชาย มาร์เก็ต,North,Chiang Rai,Mae Sai,20.416598,99.87786,Missed,,,,,-
S00419,สมชาย มาร์เก็ต,North,Nakhon Sawan,Mueang,15.687711,100.076959,Missed,,,,,-
S00420,สยาม มาร์เก็ต,South,Surat Thani,Mueang,9.126739,99.324601,Checked-in,2025-12-09 15:16:04,9.126458,99.324806,38.0,Normal
S00421,สยาม พานิช,South,Nakhon Si Thammarat,Mueang,8.440302,99.988939,Checked-in,2025-12-05 09:09:34,8.440316,99.98868,28.0,Normal
S00422,มั่นคง ค้าวัสดุ,Central & West,Saraburi,Mueang,14.495534,100.92671,Checked-in,2025-12-03 10:09:28,14.4957,100.926751,18.0,Normal
S00423,ท็อป คาเฟ่,Central & West,Ayutthaya,Mueang,14.376574,100.591057,Missed,,,,,-
S00424,สมชาย โอสถ,Bangkok-Metro,Pathum Thani,Rangsit,13.986206,100.591176,Checked-in,2025-12-06 16:45:41,13.986503,100.591353,38.0,Normal
S00425,เจริญ การเกษตร,South,Nakhon Si Thammarat,Mueang,8.414279,100.040565,Checked-in,2025-12-06 17:43:58,8.414047,100.040738,32.0,Normal
S00426,ไทย การเกษตร,Isan,Ubon Ratchathani,Mueang,15.26719,104.803219,Checked-in,2025-12-07 11:40:01,15.267221,104.80314,9.0,Normal
S00427,ไทย สโตร์,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.937561,100.688219,Checked-in,2025-12-09 16:46:17,13.937745,100.688123,22.0,Normal
S00428,มั่นคง สโตร์,North,Nakhon Sawan,Mueang,15.767287,100.143866,Missed,,,,,-
S00429,เพิ่มพูน คาเฟ่,Bangkok-Metro,Pathum Thani,Rangsit,13.960403,100.634935,Checked-in,2025-12-08 15:34:19,13.960692,100.635012,33.0,Normal
S00430,เพิ่มพูน การเกษตร,East,Chachoengsao,Mueang,13.744537,101.119131,Checked-in,2025-12-04 10:07:03,13.744486,101.118987,16.0,Normal
S00431,สยาม เบเกอรี่,East,Chachoengsao,Mueang,13.645848,101.097088,Checked-in,2025-12-06 08:27:37,13.646056,101.096911,30.0,Normal
S00432,รุ่งโรจน์ สโตร์,Central & West,Ratchaburi,Mueang,13.597277,99.778363,Checked-in,2025-12-03 10:17:38,13.597055,99.778451,26.0,Normal
S00433,เพิ่มพูน อิเล็คทริค,South,Nakhon Si Thammarat,Thung Song,8.181025,99.677289,Checked-in,2025-12-03 12:44:19,8.181008,99.676995,32.0,Normal
S00434,สยาม โอสถ,Bangkok-Metro,Nonthaburi,Bang Yai,13.86463,100.39669,Checked-in,2025-12-09 17:48:49,13.864453,100.396603,21.0,Normal
S00435,ท็อป การเกษตร,North,Phitsanulok,Mueang,16.782373,100.328918,Checked-in,2025-12-05 13:58:13,16.782131,100.328681,36.0,Normal
S00436,ทวีทรัพย์ โอสถ,Bangkok-Metro,Nonthaburi,Mueang,13.842818,100.488648,Checked-in,2025-12-04 14:07:03,13.842722,100.488389,29.0,Normal
S00437,ไทย เบเกอรี่,Central & West,Saraburi,Mueang,14.583339,100.894537,Checked-in,2025-12-07 13:44:55,14.583161,100.894629,22.0,Normal
S00438,ทวีทรัพย์ ค้าวัสดุ,Isan,Buriram,Mueang,15.033173,103.174162,Checked-in,2025-12-04 09:12:38,15.033128,103.174401,26.0,Normal
S00439,มั่นคง พานิช,Isan,Khon Kaen,Chum Phae,16.466946,102.147168,Checked-in,2025-12-03 09:38:10,16.466696,102.146891,40.0,Normal
S00440,ทวีทรัพย์ พานิช,Bangkok-Metro,Nonthaburi,Mueang,13.889555,100.529052,Checked-in,2025-12-03 16:50:37,13.88965,100.528878,21.0,Normal
S00441,แสงทอง ค้าวัสดุ,Bangkok-Metro,Pathum Thani,Rangsit,13.991745,100.60654,Checked-in,2025-12-03 10:45:38,13.99152,100.606406,28.0,Normal
S00442,เพิ่มพูน คาเฟ่,Central & West,Ayutthaya,Mueang,14.333227,100.561237,Missed,,,,,-
S00443,ไทย พานิช,Isan,Khon Kaen,Chum Phae,16.557058,102.056425,Missed,,,,,-
S00444,ท็อป สโตร์,East,Rayong,Mueang,12.6443,101.279756,Checked-in,2025-12-06 17:17:18,12.610506,101.256135,4548.0,Suspicious (>500m)
S00445,โชคดี สโตร์,South,Surat Thani,Mueang,9.121639,99.404531,Missed,,,,,-
S00446,มั่นคง การเกษตร,Bangkok-Metro,Nonthaburi,Mueang,13.883571,100.53752,Missed,,,,,-
S00447,เจริญ ค้าวัสดุ,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.945734,100.724332,Missed,,,,,-
S00448,โชคดี เทรดดิ้ง,Isan,Ubon Ratchathani,Warin Chamrap,15.124822,104.932143,Checked-in,2025-12-03 11:03:19,15.124676,104.932246,19.0,Normal
S00449,เพิ่มพูน พานิช,Central & West,Ayutthaya,Mueang,14.277341,100.536063,Missed,,,,,-
S00450,แสงทอง ค้าวัสดุ,Bangkok-Metro,Nonthaburi,Bang Yai,13.85804,100.341292,Checked-in,2025-12-06 12:57:24,13.858023,100.341336,5.0,Normal
S00451,เจริญ อิเล็คทริค,Bangkok-Metro,Pathum Thani,Rangsit,13.966926,100.623985,Checked-in,2025-12-03 12:23:25,13.966802,100.623994,13.0,Normal
S00452,แสงทอง พานิช,North,Nakhon Sawan,Mueang,15.644598,100.184066,Missed,,,,,-
S00453,เพิ่มพูน การเกษตร,Bangkok-Metro,Bangkok,Chatuchak,13.797835,100.5769,Checked-in,2025-12-02 13:02:27,13.797563,100.577067,35.0,Normal
S00454,แสงทอง โอสถ,North,Lampang,Mueang,18.273203,99.488042,Checked-in,2025-12-07 17:43:55,18.273091,99.487822,26.0,Normal
S00455,เจริญ มาร์เก็ต,East,Rayong,Mueang,12.73083,101.20498,Missed,,,,,-
S00456,สยาม เบเกอรี่,Isan,Ubon Ratchathani,Mueang,15.169538,104.813916,Checked-in,2025-12-02 16:06:55,15.169695,104.814111,27.0,Normal
S00457,โชคดี โอสถ,South,Songkhla,Mueang,7.218929,100.554179,Missed,,,,,-
S00458,ไทย โอสถ,North,Chiang Mai,Hang Dong,18.662039,98.958742,Missed,,,,,-
S00459,ทวีทรัพย์ เทรดดิ้ง,East,Chachoengsao,Mueang,13.661631,101.032333,Checked-in,2025-12-02 11:38:45,13.661643,101.032042,31.0,Normal
S00460,ไทย มาร์เก็ต,Bangkok-Metro,Nonthaburi,Bang Yai,13.846479,100.353332,Missed,,,,,-
S00461,สยาม ค้าวัสดุ,South,Nakhon Si Thammarat,Thung Song,8.134448,99.700074,Missed,,,,,-
S00462,ทวีทรัพย์ เทรดดิ้ง,Isan,Buriram,Mueang,14.983957,103.127024,Checked-in,2025-12-07 09:29:32,14.984004,103.126914,12.0,Normal
S00463,โชคดี เบเกอรี่,Central & West,Saraburi,Mueang,14.494281,100.945089,Checked-in,2025-12-07 16:20:02,14.494166,100.944857,28.0,Normal
S00464,แสงทอง การเกษตร,Central & West,Saraburi,Mueang,14.506476,100.880727,Checked-in,2025-12-09 14:03:23,14.506393,100.880631,13.0,Normal
S00465,ทวีทรัพย์ พานิช,Bangkok-Metro,Bangkok,Chatuchak,13.819968,100.535805,Checked-in,2025-12-02 10:04:09,13.820252,100.535649,35.0,Normal
S00466,เจริญ การเกษตร,South,Nakhon Si Thammarat,Thung Song,8.153328,99.748607,Checked-in,2025-12-09 17:36:00,8.153604,99.74844,35.0,Normal
S00467,สยาม มาร์เก็ต,South,Surat Thani,Mueang,9.191467,99.292271,Checked-in,2025-12-05 10:42:20,9.191329,99.292164,19.0,Normal
S00468,รุ่งโรจน์ ค้าวัสดุ,Bangkok-Metro,Bangkok,Min Buri,13.815356,100.719076,Missed,,,,,-
S00469,เพิ่มพูน อิเล็คทริค,Isan,Buriram,Mueang,14.985288,103.13878,Checked-in,2025-12-07 12:21:47,14.985083,103.138677,25.0,Normal
S00470,โชคดี ค้าวัสดุ,Isan,Udon Thani,Mueang,17.396633,102.722313,Checked-in,2025-12-01 14:32:44,17.396541,102.722263,11.0,Normal
S00471,เจริญ เทรดดิ้ง,South,Phuket,Mueang,7.896889,98.461792,Missed,,,,,-
S00472,ทวีทรัพย์ อิเล็คทริค,South,Phuket,Mueang,7.837494,98.426998,Checked-in,2025-12-09 12:43:41,7.837288,98.427296,39.0,Normal
S00473,โชคดี เบเกอรี่,Isan,Khon Kaen,Mueang,16.394748,102.873045,Checked-in,2025-12-09 08:23:35,16.394658,102.873167,16.0,Normal
S00474,เพิ่มพูน อิเล็คทริค,North,Phitsanulok,Mueang,16.846462,100.284332,Missed,,,,,-
S00475,เจริญ การเกษตร,Bangkok-Metro,Bangkok,Min Buri,13.8186,100.771874,Checked-in,2025-12-07 15:54:50,13.818473,100.771768,18.0,Normal
S00476,แสงทอง อิเล็คทริค,South,Phuket,Mueang,7.914175,98.364451,Missed,,,,,-
S00477,แสงทอง คาเฟ่,South,Phuket,Mueang,7.895502,98.450914,Checked-in,2025-12-05 15:37:46,7.9291,98.455929,3776.0,Suspicious (>500m)
S00478,ทวีทรัพย์ เทรดดิ้ง,Central & West,Ratchaburi,Mueang,13.543271,99.871562,Checked-in,2025-12-08 10:27:58,13.506455,99.91169,5964.0,Suspicious (>500m)
S00479,แสงทอง ค้าวัสดุ,Bangkok-Metro,Bangkok,Chatuchak,13.785822,100.535863,Checked-in,2025-12-02 13:25:36,13.805431,100.502812,4182.0,Suspicious (>500m)
S00480,โชคดี สโตร์,Isan,Udon Thani,Mueang,17.464857,102.742783,Checked-in,2025-12-09 08:27:33,17.464605,102.742794,28.0,Normal
S00481,เจริญ การเกษตร,North,Phitsanulok,Mueang,16.791338,100.189859,Checked-in,2025-12-02 14:29:52,16.791337,100.189772,9.0,Normal
S00482,เจริญ เบเกอรี่,Isan,Khon Kaen,Mueang,16.503551,102.801414,Missed,,,,,-
S00483,ไทย เทรดดิ้ง,Central & West,Ayutthaya,Mueang,14.336405,100.512513,Checked-in,2025-12-06 12:54:48,14.336598,100.512591,23.0,Normal
S00484,ทวีทรัพย์ คาเฟ่,Isan,Khon Kaen,Mueang,16.406439,102.781459,Checked-in,2025-12-08 09:27:07,16.406663,102.78134,27.0,Normal
S00485,บิ๊ก ค้าวัสดุ,South,Surat Thani,Koh Samui,9.43918,100.035241,Checked-in,2025-12-06 08:33:07,9.439328,100.035125,20.0,Normal
S00486,ท็อป เบเกอรี่,Isan,Udon Thani,Mueang,17.462256,102.707568,Checked-in,2025-12-01 12:25:12,17.462285,102.70737,21.0,Normal
S00487,บิ๊ก อิเล็คทริค,Central & West,Saraburi,Mueang,14.464267,100.901248,Missed,,,,,-
S00488,บิ๊ก ค้าวัสดุ,Isan,Nakhon Ratchasima,Mueang (Korat),14.997029,102.148274,Checked-in,2025-12-01 15:07:06,14.997154,102.147976,34.0,Normal
S00489,สยาม พานิช,North,Lampang,Mueang,18.216556,99.529658,Missed,,,,,-
S00490,สยาม คาเฟ่,North,Lampang,Mueang,18.33039,99.463963,Checked-in,2025-12-04 13:28:57,18.330445,99.463686,29.0,Normal
S00491,สมชาย มาร์เก็ต,Bangkok-Metro,Bangkok,Pathum Wan,13.734271,100.556616,Missed,,,,,-
S00492,เพิ่มพูน คาเฟ่,Bangkok-Metro,Bangkok,Bang Khae,13.686329,100.434256,Missed,,,,,-
S00493,ท็อป เบเกอรี่,Bangkok-Metro,Pathum Thani,Rangsit,13.960768,100.596603,Checked-in,2025-12-05 08:12:24,13.960543,100.596401,33.0,Normal
S00494,รุ่งโรจน์ โอสถ,North,Phitsanulok,Mueang,16.879304,100.235157,Checked-in,2025-12-04 17:24:50,16.879276,100.235076,9.0,Normal
S00495,เพิ่มพูน สโตร์,Central & West,Ratchaburi,Mueang,13.551177,99.842743,Checked-in,2025-12-04 09:33:09,13.55129,99.842729,12.0,Normal
S00496,เพิ่มพูน คาเฟ่,East,Chon Buri,Mueang,13.300338,100.932249,Missed,,,,,-
S00497,ไทย โอสถ,North,Nakhon Sawan,Mueang,15.698142,100.062755,Checked-in,2025-12-02 16:07:54,15.698102,100.062979,24.0,Normal
S00498,เพิ่มพูน คาเฟ่,East,Chachoengsao,Mueang,13.71062,101.056605,Checked-in,2025-12-03 13:46:12,13.710427,101.056357,34.0,Normal
S00499,ทวีทรัพย์ โอสถ,Isan,Udon Thani,Mueang,17.335622,102.823162,Checked-in,2025-12-06 16:26:33,17.335893,102.823,34.0,Normal
S00500,โชคดี มาร์เก็ต,Bangkok-Metro,Bangkok,Bang Khae,13.716652,100.420821,Checked-in,2025-12-06 08:05:17,13.716865,100.420939,26.0,Normal
S00501,โชคดี สโตร์,East,Chachoengsao,Mueang,13.654135,101.046429,Checked-in,2025-12-09 09:17:52,13.65406,101.04651,12.0,Normal
S00502,เพิ่มพูน โอสถ,Bangkok-Metro,Nonthaburi,Mueang,13.844938,100.509574,Missed,,,,,-
S00503,บิ๊ก อิเล็คทริค,Central & West,Prachuap Khiri Khan,Hua Hin,12.631008,100.027662,Checked-in,2025-12-01 11:43:59,12.630726,100.02776,33.0,Normal
S00504,เจริญ พานิช,Bangkok-Metro,Nonthaburi,Bang Yai,13.815192,100.346433,Missed,,,,,-
S00505,เจริญ สโตร์,East,Chon Buri,Mueang,13.305011,101.049855,Checked-in,2025-12-02 08:21:35,13.305217,101.049636,32.0,Normal
