Shop_ID,Shop_Name,Province,District_Zone,Sales_Rep,Shop_Latitude,Shop_Longitude,Visit_Status,Checkin_Timestamp,User_Latitude,User_Longitude,Distance_From_Shop(m),Remark
S0172,เจริญ สาขา 1,กระบี่,คลองท่อม,กานต์,7.947823,99.172381,Not Checked-in,,,,,-
S0173,น้องหญิง มาร์ท,ระนอง,กระบุรี,ทศพล,10.440253,98.823377,Checked-in,2025-12-02 08:19:21,10.440328,98.823552,20.0,ปกติ
S0174,โกไข่ การค้า,ยะลา,เบตง,วิชัย,5.788518,101.1018,Not Checked-in,,,,,-
S0175,น้องหญิง สาขา 1,ภูเก็ต,เมืองภูเก็ต,ทศพล,7.881516,98.424254,Not Checked-in,,,,,-
S0176,เจริญ สโตร์,สงขลา,หาดใหญ่,มานะ,7.006096,100.510829,Not Checked-in,,,,,-
S0177,อันดามัน พานิช,ภูเก็ต,ถลาง,ทศพล,8.00232,98.293025,Not Checked-in,,,,,-
S0178,เจริญ การค้า,กระบี่,อ่าวลึก,สมชาย,8.352629,98.735414,Not Checked-in,,,,,-
S0179,ป้าแดง ค้าส่ง,ยะลา,เบตง,เจนนี่,5.817958,101.060887,Checked-in,2025-12-09 09:45:29,5.817923,101.060889,3.0,ปกติ
S0180,หาดใหญ่ การค้า,สงขลา,เมืองสงขลา,ทศพล,7.202158,100.605097,Checked-in,2025-12-05 11:15:39,7.202193,100.605125,4.0,ปกติ
S0181,อันดามัน ค้าส่ง,ปัตตานี,เมืองปัตตานี,มานะ,6.922673,101.257254,Checked-in,2025-12-09 14:43:26,6.922732,101.257171,11.0,ปกติ
S0182,เมืองใต้ ค้าส่ง,สงขลา,หาดใหญ่,มานะ,7.043755,100.431802,Not Checked-in,,,,,-
S0183,เมืองใต้ การค้า,พังงา,เมืองพังงา,กานต์,8.48945,98.484666,Checked-in,2025-12-08 10:45:06,8.489287,98.484531,23.0,ปกติ
S0184,รุ่งเรือง โอชา,ระนอง,กระบุรี,วิชัย,10.454382,98.827758,Checked-in,2025-12-06 11:51:43,10.454403,98.827589,18.0,ปกติ
S0185,ศรีนคร การค้า,ระนอง,กระบุรี,ทศพล,10.367507,98.828555,Checked-in,2025-12-06 10:26:42,10.367371,98.828565,15.0,ปกติ
S0186,อันดามัน พานิช,นราธิวาส,รือเสาะ,สมชาย,6.404157,101.542052,Checked-in,2025-12-02 13:18:45,6.404005,101.541949,20.0,ปกติ
S0187,หาดใหญ่ พานิช,ระนอง,เมืองระนอง,มานะ,9.953465,98.685929,Checked-in,2025-12-06 08:41:55,9.953483,98.685964,4.0,ปกติ
S0188,เมืองใต้ บริการ,ปัตตานี,โคกโพธิ์,สมชาย,6.742344,101.114025,Checked-in,2025-12-09 17:24:12,6.742332,101.113857,18.0,ปกติ
S0189,โกไข่ บริการ,ยะลา,เบตง,วิชัย,5.775788,101.079722,Checked-in,2025-12-06 11:23:18,5.775943,101.079871,23.0,ปกติ
S0190,ลุงพล สาขา 1,ชุมพร,หลังสวน,ทศพล,9.955667,99.043969,Checked-in,2025-12-08 09:45:15,9.955718,99.044032,8.0,ปกติ
S0191,รุ่งเรือง พานิช,ยะลา,บันนังสตา,วิชัย,6.329719,101.307817,Checked-in,2025-12-06 11:44:51,6.329771,101.308008,21.0,ปกติ
S0192,ศรีนคร ซัพพลาย,ชุมพร,เมืองชุมพร,สุดารัตน์,10.464469,99.194857,Not Checked-in,,,,,-
S0193,ลุงพล สโตร์,ระนอง,เมืองระนอง,มานะ,9.927301,98.655432,Checked-in,2025-12-05 08:25:04,9.927383,98.655479,10.0,ปกติ
S0194,ป้าแดง สโตร์,นครศรีธรรมราช,ปากพนัง,สมชาย,8.318488,100.227965,Checked-in,2025-12-06 16:57:01,8.318526,100.228104,15.0,ปกติ
S0195,ป้าแดง บริการ,นครศรีธรรมราช,หัวไทร,เจนนี่,8.007501,100.248275,Checked-in,2025-12-07 11:52:24,8.013738,100.243326,882.0,ระยะไกลเกินกำหนด
S0196,สยาม บริการ,สตูล,เมืองสตูล,กานต์,6.677727,100.048134,Not Checked-in,,,,,-
S0197,เมืองใต้ สาขา 1,สงขลา,เมืองสงขลา,สุดารัตน์,7.233506,100.581142,Checked-in,2025-12-05 15:33:46,7.233456,100.581191,7.0,ปกติ
S0198,ศรีนคร ซัพพลาย,พังงา,ตะกั่วป่า,ทศพล,8.86851,98.41567,Not Checked-in,,,,,-
S0199,อันดามัน ค้าส่ง,พังงา,ตะกั่วป่า,มานะ,8.770193,98.356549,Checked-in,2025-12-02 14:37:40,8.778585,98.363463,1203.0,ระยะไกลเกินกำหนด
S0200,น้องหญิง พานิช,กระบี่,คลองท่อม,กานต์,7.905499,99.202919,Not Checked-in,,,,,-
S0201,โกไข่ พานิช,ชุมพร,ปะทิว,สุดารัตน์,10.688048,99.322647,Not Checked-in,,,,,-
S0202,สยาม โอชา,ยะลา,เบตง,กานต์,5.789004,101.114584,Not Checked-in,,,,,-
S0203,น้องหญิง ค้าส่ง,ยะลา,บันนังสตา,วิชัย,6.296726,101.283439,Not Checked-in,,,,,-
S0204,ศรีนคร สาขา 1,สงขลา,ระโนด,ทศพล,7.82661,100.334345,Checked-in,2025-12-02 17:44:37,7.826791,100.334247,22.0,ปกติ
S0205,เมืองใต้ สโตร์,ยะลา,เมืองยะลา,สุดารัตน์,6.496649,101.296685,Checked-in,2025-12-08 08:51:21,6.496802,101.296582,20.0,ปกติ
S0206,ศรีนคร มาร์ท,กระบี่,อ่าวลึก,กานต์,8.322148,98.783971,Checked-in,2025-12-05 17:20:21,8.322268,98.784019,14.0,ปกติ
S0207,อันดามัน ซัพพลาย,ภูเก็ต,กะทู้,สมชาย,7.878653,98.342362,Checked-in,2025-12-02 10:45:15,7.868974,98.334406,1387.0,ระยะไกลเกินกำหนด
S0208,รุ่งเรือง โอชา,ยะลา,เบตง,มานะ,5.740843,101.112006,Checked-in,2025-12-05 10:05:37,5.740908,101.112047,8.0,ปกติ
S0209,อันดามัน สาขา 1,ตรัง,ห้วยยอด,สมชาย,7.843117,99.616072,Checked-in,2025-12-02 16:23:22,7.843016,99.616242,21.0,ปกติ
S0210,น้องหญิง สโตร์,สุราษฎร์ธานี,เวียงสระ,ทศพล,8.641123,99.322551,Checked-in,2025-12-06 15:04:24,8.641257,99.322524,15.0,ปกติ
S0211,โกไข่ โกรเซอรี่,กระบี่,เกาะลันตา,กานต์,7.512361,99.012348,Not Checked-in,,,,,-
S0212,หาดใหญ่ 2025,สงขลา,หาดใหญ่,กานต์,6.967042,100.435351,Checked-in,2025-12-03 16:14:25,6.967227,100.435231,24.0,ปกติ
S0213,ลุงพล การค้า,ระนอง,กระบุรี,วิชัย,10.422578,98.829665,Not Checked-in,,,,,-
S0214,โกไข่ การค้า,สุราษฎร์ธานี,ไชยา,สมชาย,9.367736,99.197157,Checked-in,2025-12-03 16:58:50,9.370645,99.188779,974.0,ระยะไกลเกินกำหนด
S0215,รุ่งเรือง สาขา 1,ยะลา,บันนังสตา,ทศพล,6.258626,101.305531,Not Checked-in,,,,,-
S0216,ทรัพย์ การค้า,สตูล,เมืองสตูล,สมชาย,6.653538,100.07384,Checked-in,2025-12-03 14:39:00,6.653733,100.073807,21.0,ปกติ
S0217,อันดามัน พานิช,นราธิวาส,เมืองนราธิวาส,สุดารัตน์,6.365515,101.824427,Checked-in,2025-12-03 11:06:05,6.36541,101.824502,14.0,ปกติ
S0218,รุ่งเรือง พานิช,สงขลา,รัตภูมิ,วิชัย,7.106999,100.270259,Checked-in,2025-12-01 16:04:24,7.106863,100.270395,21.0,ปกติ
S0219,หาดใหญ่ สโตร์,ยะลา,เบตง,กานต์,5.825537,101.127641,Checked-in,2025-12-02 16:23:45,5.82544,101.127654,10.0,ปกติ
S0220,โกไข่ ค้าส่ง,สุราษฎร์ธานี,ไชยา,เจนนี่,9.353981,99.209022,Not Checked-in,,,,,-
S0221,เมืองใต้ พานิช,กระบี่,คลองท่อม,วิชัย,7.921787,99.182498,Checked-in,2025-12-01 14:59:17,7.92184,99.182315,20.0,ปกติ
S0222,สยาม สาขา 1,ปัตตานี,เมืองปัตตานี,วิชัย,6.86096,101.290382,Checked-in,2025-12-01 10:45:28,6.86076,101.290209,29.0,ปกติ
S0223,อันดามัน สาขา 1,ตรัง,กันตัง,วิชัย,7.462893,99.559344,Checked-in,2025-12-03 17:41:29,7.466792,99.556056,565.0,ระยะไกลเกินกำหนด
S0224,รุ่งเรือง ค้าส่ง,ยะลา,บันนังสตา,ทศพล,6.280564,101.242705,Not Checked-in,,,,,-
S0225,อันดามัน สาขา 1,พังงา,เมืองพังงา,เจนนี่,8.442244,98.482503,Checked-in,2025-12-03 08:03:35,8.442438,98.4825,21.0,ปกติ
S0226,อันดามัน บริการ,พัทลุง,ควนขนุน,กานต์,7.784973,100.058936,Checked-in,2025-12-07 13:35:44,7.784868,100.059053,17.0,ปกติ
S0227,อันดามัน บริการ,ชุมพร,ปะทิว,ทศพล,10.740722,99.411093,Checked-in,2025-12-04 16:06:12,10.740624,99.411159,13.0,ปกติ
S0228,ทรัพย์ มาร์ท,นครศรีธรรมราช,เมืองนครศรีฯ,กานต์,8.466887,100.010719,Checked-in,2025-12-07 15:09:00,8.466934,100.010682,6.0,ปกติ
S0229,เมืองใต้ ค้าส่ง,ระนอง,กระบุรี,วิชัย,10.396704,98.858127,Not Checked-in,,,,,-
S0230,สยาม สาขา 1,ภูเก็ต,กะทู้,ทศพล,7.958422,98.358693,Not Checked-in,,,,,-
S0231,น้องหญิง สาขา 1,ปัตตานี,โคกโพธิ์,สมชาย,6.700426,101.107888,Checked-in,2025-12-06 14:55:02,6.700887,101.116297,930.0,ระยะไกลเกินกำหนด
S0232,ทรัพย์ ซัพพลาย,พังงา,ตะกั่วป่า,มานะ,8.778704,98.30717,Not Checked-in,,,,,-
S0233,เมืองใต้ การค้า,พัทลุง,เมืองพัทลุง,กานต์,7.661254,100.064416,Checked-in,2025-12-01 17:59:35,7.66144,100.064605,29.0,ปกติ
S0234,ศรีนคร พานิช,ยะลา,เมืองยะลา,สุดารัตน์,6.496304,101.220497,Checked-in,2025-12-04 08:47:36,6.496451,101.220665,24.0,ปกติ
S0235,เมืองใต้ พานิช,พังงา,ตะกั่วป่า,วิชัย,8.839493,98.304155,Not Checked-in,,,,,-
S0236,อันดามัน ค้าส่ง,สุราษฎร์ธานี,เวียงสระ,ทศพล,8.693085,99.356523,Checked-in,2025-12-04 10:09:59,8.693284,99.356344,29.0,ปกติ
S0237,ทรัพย์ ค้าส่ง,ชุมพร,ปะทิว,กานต์,10.655635,99.38105,Checked-in,2025-12-09 11:51:33,10.65554,99.381232,22.0,ปกติ
S0238,หาดใหญ่ บริการ,พังงา,ตะกั่วป่า,สมชาย,8.778151,98.383761,Checked-in,2025-12-03 17:03:14,8.777994,98.383893,22.0,ปกติ
S0239,ทรัพย์ โอชา,ปัตตานี,โคกโพธิ์,วิชัย,6.779198,101.12816,Checked-in,2025-12-04 17:31:59,6.779207,101.12801,16.0,ปกติ
S0240,ป้าแดง พานิช,ยะลา,บันนังสตา,เจนนี่,6.21091,101.276304,Not Checked-in,,,,,-
S0241,อันดามัน บริการ,พังงา,เมืองพังงา,กานต์,8.447672,98.548126,Not Checked-in,,,,,-
S0242,ป้าแดง โอชา,ปัตตานี,สายบุรี,เจนนี่,6.722156,101.651351,Checked-in,2025-12-05 13:16:42,6.722312,101.651475,22.0,ปกติ
S0243,ศรีนคร พานิช,ภูเก็ต,กะทู้,สมชาย,7.911335,98.338063,Not Checked-in,,,,,-
S0244,น้องหญิง สาขา 1,ชุมพร,ปะทิว,มานะ,10.740113,99.397363,Checked-in,2025-12-05 17:02:37,10.739963,99.39741,17.0,ปกติ
S0245,ป้าแดง โอชา,สงขลา,สะเดา,ทศพล,6.623594,100.370263,Checked-in,2025-12-09 16:48:22,6.623485,100.370225,12.0,ปกติ
S0246,อันดามัน ค้าส่ง,ยะลา,เมืองยะลา,มานะ,6.600273,101.261881,Not Checked-in,,,,,-
S0247,หาดใหญ่ สโตร์,ภูเก็ต,เมืองภูเก็ต,สุดารัตน์,7.876968,98.391669,Checked-in,2025-12-06 13:28:47,7.876894,98.391774,14.0,ปกติ
S0248,เมืองใต้ สาขา 1,พังงา,เมืองพังงา,เจนนี่,8.452221,98.516512,Not Checked-in,,,,,-
S0249,ศรีนคร สโตร์,พัทลุง,ควนขนุน,เจนนี่,7.692629,100.036736,Checked-in,2025-12-02 08:54:57,7.692667,100.036709,5.0,ปกติ
S0250,หาดใหญ่ สโตร์,กระบี่,คลองท่อม,สมชาย,7.997793,99.143618,Checked-in,2025-12-02 10:02:19,7.997699,99.143735,16.0,ปกติ
S0251,น้องหญิง ซัพพลาย,ตรัง,ห้วยยอด,เจนนี่,7.736322,99.628181,Not Checked-in,,,,,-
S0252,สยาม โกรเซอรี่,พัทลุง,ตะโหมด,ทศพล,7.312719,100.163867,Not Checked-in,,,,,-
S0253,ศรีนคร โอชา,ระนอง,กระบุรี,สมชาย,10.397851,98.873398,Not Checked-in,,,,,-
S0254,ศรีนคร โอชา,นครศรีธรรมราช,ทุ่งสง,เจนนี่,8.148694,99.650166,Checked-in,2025-12-07 11:57:19,8.148673,99.65003,15.0,ปกติ
S0255,อันดามัน โอชา,สุราษฎร์ธานี,เวียงสระ,วิชัย,8.635912,99.344905,Not Checked-in,,,,,-
S0256,ป้าแดง การค้า,กระบี่,อ่าวลึก,มานะ,8.402013,98.778046,Checked-in,2025-12-05 17:34:53,8.393623,98.780539,972.0,ระยะไกลเกินกำหนด
S0257,ลุงพล มาร์ท,ระนอง,เมืองระนอง,ทศพล,9.93758,98.621168,Checked-in,2025-12-06 14:27:51,9.937554,98.620984,20.0,ปกติ
S0258,สยาม โกรเซอรี่,นครศรีธรรมราช,หัวไทร,กานต์,8.046939,100.294448,Not Checked-in,,,,,-
S0259,ลุงพล โกรเซอรี่,ยะลา,บันนังสตา,เจนนี่,6.239885,101.238811,Not Checked-in,,,,,-
S0260,ทรัพย์ บริการ,ปัตตานี,เมืองปัตตานี,มานะ,6.90092,101.261644,Not Checked-in,,,,,-
S0261,ป้าแดง โอชา,ระนอง,กระบุรี,ทศพล,10.376569,98.866417,Not Checked-in,,,,,-
S0262,เมืองใต้ บริการ,นราธิวาส,เมืองนราธิวาส,สุดารัตน์,6.482881,101.794953,Not Checked-in,,,,,-
S0263,อันดามัน พานิช,นราธิวาส,รือเสาะ,เจนนี่,6.36437,101.562557,Checked-in,2025-12-07 10:55:42,6.364252,101.562467,16.0,ปกติ
S0264,เมืองใต้ โกรเซอรี่,กระบี่,คลองท่อม,ทศพล,7.917849,99.140538,Not Checked-in,,,,,-
S0265,ลุงพล โอชา,พัทลุง,เมืองพัทลุง,วิชัย,7.656619,100.021811,Checked-in,2025-12-04 17:44:25,7.656711,100.02197,20.0,ปกติ
S0266,ลุงพล ค้าส่ง,พัทลุง,ควนขนุน,ทศพล,7.793299,100.063667,Checked-in,2025-12-07 12:19:29,7.787105,100.061813,718.0,ระยะไกลเกินกำหนด
S0267,น้องหญิง มาร์ท,ภูเก็ต,ถลาง,เจนนี่,8.003903,98.301137,Not Checked-in,,,,,-
S0268,อันดามัน ค้าส่ง,พัทลุง,ตะโหมด,เจนนี่,7.371833,100.09404,Checked-in,2025-12-06 17:50:30,7.371743,100.094104,12.0,ปกติ
S0269,เมืองใต้ 2025,ตรัง,ห้วยยอด,สุดารัตน์,7.802745,99.618782,Not Checked-in,,,,,-
S0270,โกไข่ บริการ,ระนอง,กระบุรี,มานะ,10.342698,98.888526,Not Checked-in,,,,,-
S0271,ลุงพล ค้าส่ง,ชุมพร,หลังสวน,สมชาย,9.927016,99.077621,Not Checked-in,,,,,-
S0272,อันดามัน การค้า,ปัตตานี,โคกโพธิ์,เจนนี่,6.687106,101.112498,Checked-in,2025-12-03 17:31:54,6.687119,101.112312,20.0,ปกติ
S0273,ทรัพย์ บริการ,สุราษฎร์ธานี,เวียงสระ,ทศพล,8.628455,99.345319,Checked-in,2025-12-06 13:01:43,8.628425,99.345259,7.0,ปกติ
S0274,อันดามัน โอชา,ยะลา,เมืองยะลา,กานต์,6.582178,101.2372,Not Checked-in,,,,,-
S0275,ทรัพย์ มาร์ท,ภูเก็ต,กะทู้,สุดารัตน์,7.887432,98.38271,Checked-in,2025-12-02 10:30:22,7.887602,98.382822,22.0,ปกติ
S0276,เจริญ พานิช,นครศรีธรรมราช,เมืองนครศรีฯ,เจนนี่,8.416065,100.017244,Not Checked-in,,,,,-
S0277,ป้าแดง โอชา,สตูล,ละงู,สมชาย,6.859175,99.798674,Checked-in,2025-12-03 11:41:29,6.858996,99.798799,24.0,ปกติ
S0278,ศรีนคร การค้า,ภูเก็ต,เมืองภูเก็ต,เจนนี่,7.938325,98.379681,Not Checked-in,,,,,-
S0279,ป้าแดง มาร์ท,ตรัง,ปะเหลียน,กานต์,7.242517,99.744294,Not Checked-in,,,,,-
S0280,เมืองใต้ ค้าส่ง,ระนอง,กระบุรี,สุดารัตน์,10.374844,98.890781,Not Checked-in,,,,,-
S0281,เมืองใต้ 2025,พัทลุง,ตะโหมด,เจนนี่,7.307031,100.07489,Checked-in,2025-12-04 10:11:24,7.298816,100.073835,920.0,ระยะไกลเกินกำหนด
S0282,สยาม ค้าส่ง,พัทลุง,ควนขนุน,กานต์,7.709656,99.991381,Checked-in,2025-12-01 11:23:54,7.70962,99.991274,12.0,ปกติ
S0283,น้องหญิง ค้าส่ง,นครศรีธรรมราช,หัวไทร,ทศพล,8.083136,100.266856,Not Checked-in,,,,,-
S0284,เมืองใต้ พานิช,ระนอง,เมืองระนอง,กานต์,9.913037,98.612238,Checked-in,2025-12-05 10:03:50,9.913132,98.612426,23.0,ปกติ
S0285,เมืองใต้ การค้า,ปัตตานี,เมืองปัตตานี,กานต์,6.873486,101.193438,Checked-in,2025-12-05 10:52:33,6.873356,101.193475,15.0,ปกติ
S0286,ลุงพล การค้า,นครศรีธรรมราช,สิชล,ทศพล,8.946158,99.937616,Not Checked-in,,,,,-
S0287,รุ่งเรือง การค้า,พังงา,ตะกั่วป่า,วิชัย,8.773222,98.337147,Checked-in,2025-12-02 17:57:25,8.770517,98.329046,939.0,ระยะไกลเกินกำหนด
S0288,โกไข่ ซัพพลาย,พัทลุง,เมืองพัทลุง,วิชัย,7.634735,100.117228,Checked-in,2025-12-03 10:11:31,7.634875,100.117289,16.0,ปกติ
S0289,โกไข่ สาขา 1,สุราษฎร์ธานี,ไชยา,ทศพล,9.42195,99.19006,Checked-in,2025-12-06 16:31:20,9.421766,99.190004,21.0,ปกติ
S0290,น้องหญิง 2025,ระนอง,เมืองระนอง,ทศพล,10.020257,98.593592,Not Checked-in,,,,,-
S0291,อันดามัน 2025,พัทลุง,เมืองพัทลุง,มานะ,7.649532,100.024477,Checked-in,2025-12-07 08:08:45,7.649343,100.024437,21.0,ปกติ
S0292,สยาม พานิช,ระนอง,เมืองระนอง,มานะ,9.952604,98.681931,Not Checked-in,,,,,-
S0293,ศรีนคร บริการ,พังงา,เมืองพังงา,มานะ,8.456942,98.53841,Checked-in,2025-12-05 08:03:56,8.456802,98.53839,15.0,ปกติ
S0294,ทรัพย์ พานิช,นครศรีธรรมราช,เมืองนครศรีฯ,เจนนี่,8.471901,99.92674,Checked-in,2025-12-02 17:44:12,8.47183,99.926769,8.0,ปกติ
S0295,รุ่งเรือง พานิช,สงขลา,ระโนด,สุดารัตน์,7.753973,100.347978,Checked-in,2025-12-05 15:15:48,7.753928,100.348099,14.0,ปกติ
S0296,อันดามัน สาขา 1,นราธิวาส,เมืองนราธิวาส,ทศพล,6.420329,101.825903,Checked-in,2025-12-04 12:27:41,6.420337,101.826046,15.0,ปกติ
S0297,อันดามัน สโตร์,ระนอง,เมืองระนอง,ทศพล,9.923359,98.615431,Checked-in,2025-12-03 16:44:27,9.923362,98.615441,1.0,ปกติ
S0298,ศรีนคร สโตร์,ระนอง,เมืองระนอง,สมชาย,9.995453,98.645403,Not Checked-in,,,,,-
S0299,ทรัพย์ 2025,สุราษฎร์ธานี,เมืองสุราษฎร์ฯ,มานะ,9.154691,99.266187,Checked-in,2025-12-06 17:41:50,9.154725,99.266031,17.0,ปกติ
S0300,เมืองใต้ สาขา 1,ปัตตานี,เมืองปัตตานี,สมชาย,6.874951,101.267967,Not Checked-in,,,,,-
S0301,ทรัพย์ ค้าส่ง,ชุมพร,หลังสวน,กานต์,9.969537,99.06725,Not Checked-in,,,,,-
S0302,ทรัพย์ บริการ,สุราษฎร์ธานี,เมืองสุราษฎร์ฯ,ทศพล,9.09828,99.293828,Checked-in,2025-12-01 09:53:37,9.098124,99.29377,18.0,ปกติ
S0303,หาดใหญ่ มาร์ท,สตูล,เมืองสตูล,กานต์,6.622633,100.102512,Checked-in,2025-12-07 14:45:12,6.622452,100.102598,22.0,ปกติ
S0304,อันดามัน ซัพพลาย,พังงา,ตะกั่วป่า,สมชาย,8.804471,98.414286,Not Checked-in,,,,,-
S0305,รุ่งเรือง บริการ,พัทลุง,เมืองพัทลุง,มานะ,7.641407,100.050642,Checked-in,2025-12-05 12:51:20,7.641508,100.050557,14.0,ปกติ
S0306,ศรีนคร 2025,ตรัง,กันตัง,กานต์,7.446271,99.466155,Checked-in,2025-12-04 14:08:19,7.446432,99.466341,27.0,ปกติ
S0307,หาดใหญ่ การค้า,ชุมพร,หลังสวน,เจนนี่,9.911474,99.090839,Not Checked-in,,,,,-
S0308,ลุงพล สาขา 1,พังงา,เมืองพังงา,ทศพล,8.449672,98.500546,Checked-in,2025-12-01 15:21:58,8.449857,98.500713,27.0,ปกติ
S0309,ลุงพล สาขา 1,นครศรีธรรมราช,ปากพนัง,สมชาย,8.376748,100.151309,Checked-in,2025-12-04 13:26:31,8.376825,100.151268,9.0,ปกติ
S0310,ศรีนคร ซัพพลาย,ยะลา,บันนังสตา,สมชาย,6.254016,101.303002,Checked-in,2025-12-07 15:04:58,6.253856,101.303066,19.0,ปกติ
S0311,ทรัพย์ ค้าส่ง,ชุมพร,หลังสวน,มานะ,9.941835,99.062122,Checked-in,2025-12-05 17:09:18,9.941922,99.062261,18.0,ปกติ
S0312,หาดใหญ่ ค้าส่ง,ปัตตานี,เมืองปัตตานี,เจนนี่,6.898253,101.288448,Checked-in,2025-12-01 15:10:12,6.898268,101.28825,21.0,ปกติ
S0313,สยาม สโตร์,ชุมพร,ปะทิว,สุดารัตน์,10.694969,99.334648,Not Checked-in,,,,,-
S0314,รุ่งเรือง มาร์ท,สงขลา,เมืองสงขลา,วิชัย,7.205765,100.671986,Not Checked-in,,,,,-
S0315,อันดามัน การค้า,นครศรีธรรมราช,ปากพนัง,เจนนี่,8.411227,100.185692,Not Checked-in,,,,,-
S0316,ศรีนคร มาร์ท,นราธิวาส,สุไหงโก-ลก,สมชาย,6.038353,101.937902,Not Checked-in,,,,,-
S0317,ป้าแดง ค้าส่ง,สุราษฎร์ธานี,เมืองสุราษฎร์ฯ,เจนนี่,9.195689,99.364948,Checked-in,2025-12-05 13:11:39,9.195565,99.364897,14.0,ปกติ
S0318,เจริญ สโตร์,ระนอง,กระบุรี,มานะ,10.392733,98.84221,Not Checked-in,,,,,-
S0319,น้องหญิง ซัพพลาย,ภูเก็ต,เมืองภูเก็ต,เจนนี่,7.873807,98.442539,Checked-in,2025-12-01 17:07:54,7.873826,98.442602,7.0,ปกติ
S0320,อันดามัน ค้าส่ง,นครศรีธรรมราช,หัวไทร,วิชัย,8.004935,100.308987,Not Checked-in,,,,,-
S0321,เจริญ โอชา,ตรัง,ห้วยยอด,กานต์,7.777904,99.614057,Not Checked-in,,,,,-
S0322,อันดามัน โอชา,ยะลา,เมืองยะลา,กานต์,6.522193,101.252994,Checked-in,2025-12-04 11:53:49,6.522349,101.253075,19.0,ปกติ
S0323,เจริญ สโตร์,ชุมพร,หลังสวน,สมชาย,9.991443,99.048718,Checked-in,2025-12-05 11:27:35,9.991313,99.048522,25.0,ปกติ
S0324,ป้าแดง 2025,ภูเก็ต,เมืองภูเก็ต,กานต์,7.889401,98.429021,Checked-in,2025-12-05 13:38:13,7.889418,98.429097,8.0,ปกติ
S0325,ศรีนคร ค้าส่ง,สุราษฎร์ธานี,เวียงสระ,วิชัย,8.621733,99.2988,Not Checked-in,,,,,-
S0326,สยาม ซัพพลาย,พัทลุง,ควนขนุน,วิชัย,7.769668,99.991809,Checked-in,2025-12-05 08:27:51,7.769746,99.991757,10.0,ปกติ
S0327,อันดามัน มาร์ท,กระบี่,เกาะลันตา,มานะ,7.565715,99.019851,Not Checked-in,,,,,-
S0328,รุ่งเรือง โกรเซอรี่,ตรัง,ปะเหลียน,มานะ,7.223775,99.705066,Checked-in,2025-12-07 08:25:52,7.223923,99.705229,24.0,ปกติ
S0329,โกไข่ 2025,พัทลุง,เมืองพัทลุง,สมชาย,7.675728,100.045191,Checked-in,2025-12-08 09:27:03,7.675723,100.045379,20.0,ปกติ
S0330,ลุงพล สโตร์,พัทลุง,ควนขนุน,มานะ,7.699827,100.005926,Not Checked-in,,,,,-
S0331,หาดใหญ่ 2025,นราธิวาส,เมืองนราธิวาส,มานะ,6.388455,101.842802,Checked-in,2025-12-07 17:35:29,6.38827,101.842854,21.0,ปกติ
S0332,อันดามัน สโตร์,ภูเก็ต,เมืองภูเก็ต,กานต์,7.833622,98.403215,Checked-in,2025-12-08 10:17:56,7.833495,98.403412,25.0,ปกติ
S0333,โกไข่ สโตร์,สงขลา,รัตภูมิ,เจนนี่,7.185621,100.295308,Checked-in,2025-12-01 10:29:15,7.185787,100.295171,23.0,ปกติ
S0334,เมืองใต้ ซัพพลาย,ปัตตานี,โคกโพธิ์,เจนนี่,6.747936,101.120141,Checked-in,2025-12-05 11:00:59,6.747895,101.119995,16.0,ปกติ
S0335,หาดใหญ่ บริการ,ภูเก็ต,กะทู้,เจนนี่,7.885793,98.300301,Not Checked-in,,,,,-
S0336,น้องหญิง 2025,ปัตตานี,โคกโพธิ์,เจนนี่,6.770273,101.134426,Checked-in,2025-12-09 17:15:37,6.770279,101.134433,0.0,ปกติ
S0337,หาดใหญ่ ค้าส่ง,พัทลุง,ควนขนุน,มานะ,7.71834,99.95994,Checked-in,2025-12-09 14:09:47,7.718467,99.959898,14.0,ปกติ
S0338,อันดามัน พานิช,ระนอง,เมืองระนอง,เจนนี่,10.011349,98.588573,Not Checked-in,,,,,-
S0339,สยาม ซัพพลาย,ภูเก็ต,ถลาง,กานต์,8.087155,98.387647,Not Checked-in,,,,,-
S0340,ทรัพย์ การค้า,ภูเก็ต,ถลาง,สมชาย,8.05577,98.359965,Checked-in,2025-12-08 13:17:51,8.049828,98.357174,728.0,ระยะไกลเกินกำหนด
S0341,ป้าแดง 2025,นราธิวาส,เมืองนราธิวาส,สมชาย,6.401996,101.796512,Not Checked-in,,,,,-
S0342,น้องหญิง ค้าส่ง,นครศรีธรรมราช,หัวไทร,เจนนี่,8.004065,100.327376,Not Checked-in,,,,,-
S0343,ศรีนคร บริการ,สงขลา,ระโนด,วิชัย,7.77167,100.334925,Not Checked-in,,,,,-
S0344,ลุงพล สโตร์,กระบี่,เมืองกระบี่,มานะ,8.086307,98.854407,Checked-in,2025-12-04 17:34:24,8.086137,98.854415,18.0,ปกติ
S0345,ศรีนคร ซัพพลาย,ยะลา,เบตง,เจนนี่,5.738196,101.11083,Not Checked-in,,,,,-
S0346,ทรัพย์ สโตร์,สงขลา,ระโนด,ทศพล,7.79816,100.291486,Checked-in,2025-12-06 12:33:57,7.798174,100.29155,7.0,ปกติ
S0347,ทรัพย์ บริการ,นครศรีธรรมราช,เมืองนครศรีฯ,ทศพล,8.492288,100.003741,Not Checked-in,,,,,-
